EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,0,def,uncompress_ops,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMP_PER_INDEX_RESET,0,def,uncompress_time,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN_COLS,NULL,def,ID,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN_COLS,NULL,def,FOR_COL_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN_COLS,NULL,def,REF_COL_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_FOREIGN_COLS,0,def,POS,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(337),NO,NEVER,information_schema,select,INNODB_FT_INDEX_CACHE,NULL,def,WORD,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1011,337
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_CACHE,0,def,FIRST_DOC_ID,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_CACHE,0,def,LAST_DOC_ID,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_CACHE,0,def,DOC_COUNT,NULL,<blank>,NULL,4,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_CACHE,0,def,DOC_ID,NULL,<blank>,NULL,5,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_INDEX_CACHE,0,def,POSITION,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_COMPACTION_STATS,NULL,def,CF_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_COMPACTION_STATS,NULL,def,LEVEL,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_COMPACTION_STATS,NULL,def,TYPE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,double,<blank>,double,NO,NEVER,information_schema,select,ROCKSDB_COMPACTION_STATS,NULL,def,VALUE,NULL,<blank>,NULL,4,21,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_BEING_DELETED,0,def,DOC_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,NULL,def,SST_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,COLUMN_FAMILY,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,DATA_BLOCKS,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,ENTRIES,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,RAW_KEY_SIZE,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,RAW_VALUE_SIZE,NULL,<blank>,NULL,6,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,DATA_BLOCK_SIZE,NULL,<blank>,NULL,7,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,INDEX_BLOCK_SIZE,NULL,<blank>,NULL,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,INDEX_PARTITIONS,NULL,<blank>,NULL,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,TOP_LEVEL_INDEX_SIZE,NULL,<blank>,NULL,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,FILTER_BLOCK_SIZE,NULL,<blank>,NULL,11,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,NULL,def,COMPRESSION_ALGO,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,CREATION_TIME,NULL,<blank>,NULL,13,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,FILE_CREATION_TIME,NULL,<blank>,NULL,14,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,0,def,OLDEST_KEY_TIME,NULL,<blank>,NULL,15,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,NULL,def,FILTER_POLICY,utf8mb3_general_ci,<blank>,NULL,16,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_SST_PROPS,NULL,def,COMPRESSION_OPTIONS,utf8mb3_general_ci,<blank>,NULL,17,NULL,utf8mb3,NULL,NULL,579,193
<blank>,int,<blank>,int(5),NO,NEVER,information_schema,select,INNODB_CMPMEM_RESET,0,def,page_size,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM_RESET,0,def,buffer_pool_instance,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM_RESET,0,def,pages_used,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM_RESET,0,def,pages_free,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,INNODB_CMPMEM_RESET,0,def,relocation_ops,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_CMPMEM_RESET,0,def,relocation_time,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(18),NO,NEVER,information_schema,select,INNODB_FT_DEFAULT_STOPWORD,NULL,def,value,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,54,18
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLES,0,def,TABLE_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(655),NO,NEVER,information_schema,select,INNODB_SYS_TABLES,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1965,655
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,INNODB_SYS_TABLES,0,def,FLAG,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLES,0,def,N_COLS,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLES,0,def,SPACE,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('Redundant','Compact','Compressed','Dynamic')",YES,NEVER,information_schema,select,INNODB_SYS_TABLES,NULL,def,ROW_FORMAT,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,10,3
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLES,0,def,ZIP_PAGE_SIZE,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('Single','System')",YES,NEVER,information_schema,select,INNODB_SYS_TABLES,NULL,def,SPACE_TYPE,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,6,2
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DBSTATS,NULL,def,STAT_TYPE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DBSTATS,0,def,VALUE,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,0,def,SPACE,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(655),NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1965,655
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,0,def,FLAG,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(22),YES,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,NULL,def,ROW_FORMAT,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,66,22
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,0,def,PAGE_SIZE,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,NULL,def,FILENAME,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,0,def,FS_BLOCK_SIZE,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,0,def,FILE_SIZE,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESPACES,0,def,ALLOCATED_SIZE,NULL,<blank>,NULL,9,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,0,def,DEADLOCK_ID,NULL,<blank>,NULL,1,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,0,def,TIMESTAMP,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,0,def,TRANSACTION_ID,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,NULL,def,CF_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,NULL,def,WAITING_KEY,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,NULL,def,LOCK_TYPE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,NULL,def,INDEX_NAME,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_DEADLOCK,0,def,ROLLED_BACK,NULL,<blank>,NULL,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,POOL_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,BLOCK_ID,NULL,<blank>,NULL,2,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,SPACE,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,PAGE_NUMBER,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE,NULL,def,PAGE_TYPE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,FLUSH_TYPE,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,FIX_COUNT,NULL,<blank>,NULL,7,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,IS_HASHED,NULL,<blank>,NULL,8,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,NEWEST_MODIFICATION,NULL,<blank>,NULL,9,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,OLDEST_MODIFICATION,NULL,<blank>,NULL,10,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,ACCESS_TIME,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1024),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,3072,1024
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,INNODB_BUFFER_PAGE,NULL,def,INDEX_NAME,utf8mb3_general_ci,<blank>,NULL,13,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,NUMBER_RECORDS,NULL,<blank>,NULL,14,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,DATA_SIZE,NULL,<blank>,NULL,15,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,COMPRESSED_SIZE,NULL,<blank>,NULL,16,20,NULL,NULL,NULL,NULL,NULL
<blank>,enum,<blank>,"enum('NOT_USED','MEMORY','REMOVE_HASH','FILE_PAGE')",NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,NULL,def,PAGE_STATE,utf8mb3_general_ci,<blank>,NULL,17,NULL,utf8mb3,NULL,NULL,11,3
<blank>,enum,<blank>,"enum('IO_NONE','IO_READ','IO_WRITE')",NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,NULL,def,IO_FIX,utf8mb3_general_ci,<blank>,NULL,18,NULL,utf8mb3,NULL,NULL,8,2
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,IS_OLD,NULL,<blank>,NULL,19,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_BUFFER_PAGE,0,def,FREE_PAGE_CLOCK,NULL,<blank>,NULL,20,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,COLUMN_FAMILY,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,INDEX_NUMBER,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,NULL,def,SST_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,579,193
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,NUM_ROWS,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,DATA_SIZE,NULL,<blank>,NULL,5,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,ENTRY_DELETES,NULL,<blank>,NULL,6,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,ENTRY_SINGLEDELETES,NULL,<blank>,NULL,7,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,ENTRY_MERGES,NULL,<blank>,NULL,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,0,def,ENTRY_OTHERS,NULL,<blank>,NULL,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(800),NO,NEVER,information_schema,select,ROCKSDB_INDEX_FILE_MAP,NULL,def,DISTINCT_KEYS_PREFIX,utf8mb3_general_ci,<blank>,NULL,10,NULL,utf8mb3,NULL,NULL,2400,800
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,user_variables,NULL,def,VARIABLE_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,user_variables,NULL,def,VARIABLE_VALUE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,user_variables,NULL,def,VARIABLE_TYPE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(32),YES,NEVER,information_schema,select,user_variables,NULL,def,CHARACTER_SET_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,96,32
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,SPACE,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(655),YES,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1965,655
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,ENCRYPTION_SCHEME,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,KEYSERVER_REQUESTS,NULL,<blank>,NULL,4,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,MIN_KEY_VERSION,NULL,<blank>,NULL,5,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,CURRENT_KEY_VERSION,NULL,<blank>,NULL,6,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,KEY_ROTATION_PAGE_NUMBER,NULL,<blank>,NULL,7,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,KEY_ROTATION_MAX_PAGE_NUMBER,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,CURRENT_KEY_ID,NULL,<blank>,NULL,9,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_TABLESPACES_ENCRYPTION,0,def,ROTATING_OR_FLUSHING,NULL,<blank>,NULL,10,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_LOCK_WAITS,0,def,requesting_trx_id,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(81),NO,NEVER,information_schema,select,INNODB_LOCK_WAITS,NULL,def,requested_lock_id,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,243,81
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_LOCK_WAITS,0,def,blocking_trx_id,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(81),NO,NEVER,information_schema,select,INNODB_LOCK_WAITS,NULL,def,blocking_lock_id,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,243,81
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_LOCKS,0,def,COLUMN_FAMILY_ID,NULL,<blank>,NULL,1,10,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,NEVER,information_schema,select,ROCKSDB_LOCKS,0,def,TRANSACTION_ID,NULL,<blank>,NULL,2,10,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(513),NO,NEVER,information_schema,select,ROCKSDB_LOCKS,NULL,def,KEY,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,1539,513
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,ROCKSDB_LOCKS,NULL,def,MODE,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,96,32
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_FIELDS,0,def,INDEX_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_SYS_FIELDS,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(11) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_FIELDS,0,def,POS,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_FT_DELETED,0,def,DOC_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,INDEX_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_SYS_INDEXES,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_INDEXES,0,def,TABLE_ID,NULL,<blank>,NULL,3,20,NULL,NULL,NULL,NULL,NULL
